5998,119,1428290519
5997,119,1428290549
5998,119,1428290580
5998,120,1428290610
5998,120,1428290640
5997,120,1428290670
5999,120,1428290700
5999,120,1428290730
5998,120,1428290760
5999,120,1428290789
5997,120,1428290819
5998,120,1428290849
5998,120,1428290880
5999,120,1428290910
5997,120,1428290939
6000,120,1428290969
5998,120,1428290999
6000,120,1428291029
5999,120,1428291059
5999,120,1428291089
5998,119,1428291119
6000,120,1428291149
6000,119,1428291180
6001,119,1428291209
6000,119,1428291239
6001,120,1428291269
5998,119,1428291299
5999,119,1428291329
5999,119,1428291391
6000,119,1428291420
5999,119,1428291450
6000,119,1428291480
6000,120,1428291510
6000,120,1428291541
6001,120,1428291570
6000,120,1428291600
6000,120,1428291630
6000,120,1428291660
6000,120,1428291690
5999,120,1428291720
6001,120,1428291750
6001,120,1428291780
6000,120,1428291810
6000,120,1428291840
6000,120,1428291871
6001,120,1428291900
6000,120,1428291930
6001,120,1428291960
6000,120,1428291990
6001,120,1428292020
6001,120,1428292050
6001,121,1428292080
6000,121,1428292111
6001,121,1428292140
6000,121,1428292170
6001,121,1428292200
6001,121,1428292230
6002,121,1428292260
6000,121,1428292290
6001,121,1428292321
6000,121,1428292350
6002,121,1428292380
6001,121,1428292410
6002,121,1428292440
6001,121,1428292470
6000,121,1428292500
6000,121,1428292530
6001,121,1428292560
6003,121,1428292590
6001,121,1428292620
6002,122,1428292650
6001,121,1428292680
6001,121,1428292710
6002,121,1428292740
6002,122,1428292770
6002,121,1428292800
6001,121,1428292830
6001,121,1428292860
6002,120,1428292890
6001,119,1428292920
6001,120,1428292950
6000,120,1428292980
6001,120,1428293010
6002,120,1428293040
6000,120,1428293070
6000,120,1428293100
6001,121,1428293130
5999,120,1428293160
6001,120,1428293190
6000,120,1428293220
6000,121,1428293250
6001,121,1428293280
6001,121,1428293310
6001,121,1428293340
6001,121,1428293370
6002,121,1428293400
6001,121,1428293430
6001,122,1428293460
6003,122,1428293490
6002,122,1428293520
6002,122,1428293550
6002,122,1428293579
6001,121,1428293610
6003,121,1428293639
6001,121,1428293669
6003,122,1428293699
6002,121,1428293729
6003,122,1428293760
6000,121,1428293790
6002,121,1428293819
6002,121,1428293849
6001,121,1428293879
6000,122,1428293910
6001,122,1428293940
6001,122,1428293969
6002,122,1428293999
6001,122,1428294029
6002,122,1428294060
6003,122,1428294090
6002,122,1428294119
6002,122,1428294149
6002,122,1428294179
6001,122,1428294209
6002,122,1428294240
6001,122,1428294269
6003,122,1428294299
6001,122,1428294330
6003,122,1428294360
6002,122,1428294389
6002,122,1428294420
6002,122,1428294449
6002,122,1428294479
6001,122,1428294509
6003,122,1428294539
6000,122,1428294570
6001,122,1428294599
6002,122,1428294629
6001,122,1428294659
6002,122,1428294689
6004,121,1428294719
6001,121,1428294749
6002,121,1428294779
6002,121,1428294810
6003,121,1428294839
6003,121,1428294869
6004,121,1428294899
6003,121,1428294930
6004,121,1428294959
6005,121,1428294989
6004,121,1428295019
6004,121,1428295049
6003,121,1428295079
6003,121,1428295109
6004,121,1428295140
6004,121,1428295169
6004,121,1428295199
6004,121,1428295229
6004,122,1428295260
6004,122,1428295289
6003,122,1428295319
6004,122,1428295349
6003,122,1428295379
6002,122,1428295409
6000,122,1428295439
6002,122,1428295469
6001,122,1428295499
6002,122,1428295529
6000,122,1428295559
6002,122,1428295589
6001,122,1428295619
6001,122,1428295649
6001,122,1428295679
6001,122,1428295709
6001,122,1428295739
6000,122,1428295769
6000,122,1428295799
6001,122,1428295829
5999,122,1428295859
5999,122,1428295889
5999,122,1428295919
5999,122,1428295949
5999,122,1428295979
5997,122,1428296009
5998,122,1428296039
5999,122,1428296069
5999,122,1428296099
6000,122,1428296129
5997,122,1428296159
5999,122,1428296189
5996,122,1428296219
5999,122,1428296249
5998,121,1428296279
5997,121,1428296309
5999,121,1428296339
5997,121,1428296369
5999,121,1428296399
6000,121,1428296429
5999,121,1428296458
5999,121,1428296489
5997,121,1428296519
6000,120,1428296548
5998,121,1428296579
5997,121,1428296609
5998,121,1428296639
5998,121,1428296669
5999,121,1428296698
5997,120,1428296728
5998,121,1428296758
5999,121,1428296789
5998,121,1428296819
5999,121,1428296849
5997,121,1428296879
5999,120,1428296909
5998,120,1428296938
5999,121,1428296969
5998,121,1428296999
5999,121,1428297029
5999,121,1428297059
5999,121,1428297088
5999,121,1428297118
5999,121,1428297148
5998,121,1428297178
6000,121,1428297209
5999,121,1428297239
5999,121,1428297268
5999,121,1428297299
6000,121,1428297329
5999,121,1428297359
6001,121,1428297388
5999,121,1428297418
6001,121,1428297448
6001,121,1428297479
6000,121,1428297508
6001,121,1428297538
6000,122,1428297569
6001,121,1428297599
6001,121,1428297628
6001,121,1428297658
5999,121,1428297688
6001,121,1428297718
6000,121,1428297748
6000,121,1428297779
5999,121,1428297808
6001,121,1428297838
6000,121,1428297869
6001,121,1428297898
6001,121,1428297928
6001,121,1428297959
6001,121,1428297989
6002,121,1428298019
6002,121,1428298049
6002,121,1428298079
6001,121,1428298108
6002,121,1428298138
6002,121,1428298169
6001,121,1428298199
6002,121,1428298229
6002,121,1428298258
6002,121,1428298288
6002,121,1428298318
6001,121,1428298348
6003,121,1428298378
6003,121,1428298408
6002,121,1428298438
6003,121,1428298468
6002,121,1428298498
6002,121,1428298528
6002,121,1428298558
6003,121,1428298588
6001,121,1428298618
6003,121,1428298648
6003,121,1428298678
6003,121,1428298708
6002,121,1428298738
6004,122,1428298768
6004,122,1428298798
6003,121,1428298828
6003,118,1428298858
6003,118,1428298888
6003,119,1428298918
6004,119,1428298948
6000,119,1428298978
6000,119,1428299008
5998,119,1428299038
5998,119,1428299068
5998,119,1428299098
5998,119,1428299128
6000,119,1428299158
5999,119,1428299188
6001,119,1428299218
6001,119,1428299248
6000,119,1428299278
6002,118,1428299308
6001,118,1428299338
6002,118,1428299368
6002,118,1428299398
6002,118,1428299428
6004,118,1428299458
6001,118,1428299488
6001,118,1428299518
5999,118,1428299548
5998,118,1428299577
6000,118,1428299607
5999,118,1428299637
5999,118,1428299667
6001,119,1428299696
5998,119,1428299810
5999,119,1428299840
5997,119,1428299870
5999,119,1428299900
5999,119,1428299930
5998,118,1428299960
5999,118,1428299990
5998,118,1428300020
5996,118,1428300050
5997,118,1428300080
5997,118,1428300110
5996,118,1428300140
5996,118,1428300170
5995,118,1428300200
5997,118,1428300230
5997,118,1428300260
5997,118,1428300290
5997,118,1428300320
5998,117,1428300350
5998,118,1428300380
5997,118,1428300410
5997,117,1428300440
5997,118,1428300470
5999,117,1428300500
