6001,121.6,1428338435
5999,121.7,1428338465
5999,121.6,1428338496
5999,122.5,1428338525
5999,122.5,1428338556
6001,122.7,1428338585
5999,122.6,1428338615
5999,122.8,1428338646
5999,122.9,1428338676
5999,123.3,1428338705
5998,122.8,1428338735
5998,123.5,1428338765
5998,123.7,1428338795
5999,123.7,1428338825
5998,123.3,1428338855
5999,123,1428338885
5999,122,1428338915
6000,122.2,1428338945
6001,123,1428338975
6000,123.1,1428339005
6001,122.9,1428339035
6001,123.4,1428339065
5999,123.2,1428339095
6001,123.3,1428339125
6001,123.5,1428339155
6000,123.3,1428339186
6001,123.2,1428339215
6000,123.2,1428339245
6001,123.3,1428339275
6001,123.4,1428339305
6001,123.3,1428339335
6001,123.4,1428339366
6001,123.5,1428339395
6001,123.5,1428339425
6002,123.5,1428339455
6002,123.4,1428339485
6003,123.5,1428339515
6002,123.4,1428339545
6003,123.5,1428339576
6001,123.3,1428339605
6002,123.3,1428339635
6002,123.2,1428339665
6002,121.7,1428339695
6002,121.7,1428339725
6001,121.8,1428339755
6001,121.8,1428339785
6001,123.5,1428339815
5999,123.6,1428339845
6000,123.7,1428339875
5999,123.5,1428339905
6001,123.6,1428339935
6001,123.5,1428339965
6000,123.5,1428339995
6000,123.5,1428340025
5999,123.5,1428340055
5999,123.4,1428340085
5999,123.4,1428340115
6001,123.4,1428340145
6001,123.4,1428340175
6000,123.4,1428340207
6001,122.6,1428340235
6000,122.6,1428340265
6000,122.5,1428340295
5999,122.5,1428340325
6001,122.7,1428340355
6000,122.4,1428340385
6002,122.7,1428340415
6000,122.6,1428340445
5999,122.7,1428340475
5999,122.6,1428340505
6001,122.6,1428340534
6001,123.6,1428340565
6001,123.6,1428340595
5999,122.6,1428340625
5999,122.5,1428340655
6000,122.6,1428340685
6001,122.5,1428340715
6000,122.5,1428340745
6001,122.5,1428340775
6000,122.5,1428340805
5999,122.4,1428340834
6001,122.4,1428340864
6002,122.5,1428340895
5999,122.5,1428340924
5999,122.4,1428340954
6002,123.4,1428340984
6000,123.3,1428341014
5998,123.1,1428341045
5998,124,1428341074
5998,123.7,1428341105
5998,123.9,1428341134
5999,123.9,1428341164
5998,124,1428341194
5998,124,1428341224
5999,123.9,1428341255
5999,124,1428341284
6000,124,1428341315
5998,123.9,1428341344
6000,123.7,1428341375
6001,123.5,1428341404
6001,123.6,1428341435
5998,123.3,1428341464
5999,123.4,1428341494
6000,123.2,1428341525
5999,123.2,1428341554
5999,123.3,1428341584
5999,123.3,1428341615
5999,123.2,1428341644
5999,123.4,1428341674
5999,123.6,1428341704
5999,123.9,1428341734
6000,124.3,1428341764
6000,124.4,1428341794
5999,124.4,1428341825
6000,124.4,1428341854
6000,124.4,1428341885
6000,124.5,1428341914
5999,124.6,1428341944
6000,124.9,1428341974
6000,124.6,1428342004
5999,124.7,1428342034
5999,124.8,1428342064
6000,124.4,1428342094
5999,124.3,1428342124
6000,124.3,1428342154
6000,124.4,1428342184
5999,124.3,1428342214
5999,124.4,1428342245
6000,124.4,1428342274
6000,124.3,1428342304
6000,124,1428342334
6001,123.7,1428342364
6000,124.3,1428342394
6000,124.5,1428342424
6001,124.7,1428342454
6000,124.3,1428342484
5999,124.3,1428342514
5999,123.9,1428342544
6001,123.9,1428342574
6001,123.8,1428342605
5999,122.8,1428342634
6002,122.8,1428342664
6001,122.7,1428342694
6002,122.7,1428342724
6001,122.7,1428342754
6002,122.9,1428342784
6001,122.8,1428342814
6003,122.8,1428342844
6001,122.7,1428342874
6001,122.5,1428342904
6002,122.5,1428342934
6001,122.4,1428342964
6002,122.4,1428342994
6000,122.3,1428343024
6002,122.5,1428343054
6000,122.5,1428343084
6002,122.5,1428343114
6002,122.8,1428343144
6000,122.9,1428343174
6000,122.9,1428343204
5999,122.6,1428343234
5998,122.6,1428343264
5998,122.9,1428343294
6000,122.8,1428343324
5998,122.6,1428343354
6001,122.5,1428343384
5999,122.5,1428343414
5999,122.5,1428343444
5998,122.6,1428343474
5998,122.9,1428343504
5998,121.9,1428343534
5999,121.7,1428343564
5999,121.7,1428343594
5998,121.6,1428343624
5999,121.5,1428343653
5998,121.3,1428343684
5997,121.4,1428343713
5997,121.3,1428343744
5998,121.5,1428343774
5996,122.5,1428343804
5999,122.3,1428343835
5997,122.3,1428343863
5999,121.2,1428343894
5997,121.2,1428343924
5999,121,1428343954
5998,121.8,1428343983
5999,121.7,1428344013
6000,121.7,1428344044
5999,120.5,1428344074
5999,120.5,1428344103
6001,120.5,1428344133
6001,120.7,1428344163
5999,119.7,1428344194
5999,120.1,1428344223
5999,120.5,1428344253
6001,120,1428344284
6000,120.8,1428344313
6001,121.6,1428344343
6001,122.7,1428344373
6000,122.5,1428344403
5999,122.1,1428344433
6000,119.1,1428344463
6000,121.5,1428344493
6000,122.8,1428344523
6001,123.1,1428344553
6001,123.1,1428344584
6002,122.1,1428344613
6001,122.9,1428344643
6001,123.2,1428344673
6003,123,1428344703
6001,122.1,1428344734
6002,121.9,1428344763
6002,121.9,1428344793
6002,121.6,1428344824
6003,121.6,1428344853
6002,122.2,1428344884
6003,122.4,1428344913
6002,122.2,1428344943
6001,122.1,1428344974
6001,122.4,1428345003
6001,122.2,1428345033
5999,122,1428345064
5999,123,1428345093
5998,122.6,1428345123
5998,122.5,1428345153
5999,122.5,1428345184
5999,122.6,1428345213
6000,122.5,1428345243
6000,122.5,1428345273
6000,122.5,1428345303
6000,122.4,1428345333
6000,122.7,1428345363
6001,122.6,1428345393
6000,122.6,1428345423
5999,122.4,1428345453
6000,122.2,1428345483
6000,122.3,1428345513
5999,122.3,1428345543
6001,122.1,1428345573
5999,122,1428345603
6001,121.9,1428345633
6001,122,1428345663
6001,121.8,1428345693
6000,121.9,1428345723
6001,121.8,1428345753
6000,121.8,1428345783
6001,122,1428345813
6000,121.8,1428345843
6001,122.2,1428345873
6000,122.9,1428345903
5999,124,1428345933
6000,123.9,1428345963
6000,124,1428345993
6001,123.7,1428346023
6000,123,1428346053
6000,123.2,1428346083
5999,123,1428346113
6000,122.6,1428346143
